Código Subclassificação	Nome Subclassificação	Código Classificação
123310	2029.2270 Breu ou coque de breu de alcatrão de hulha ou de outros alcatrões minerais	463
123311	2029.2280 Carvões ativados	463
123312	2029.2290 Cera artificial de polietileno	463
123313	2029.2300 Cicloexano	463
123314	2029.2310 Coalhos ou seus concentrados	463
123315	2029.2320 Colofônias ou ácidos resínicos	463
123316	2029.2330 Compostos aminados de funções oxigenadas, não especificados	463
123317	2029.2340 Compostos de função aldeido, não especificados	463
123318	2029.2350 Compostos de função cetona ou de função quinona, não especificados	463
123319	2029.2360 Compostos de função nitrila, não especificados	463
123320	2029.2370 Compostos heterocíclicos contendo um ciclo triazol	463
123321	2029.2380 Compostos heterocíclicos cuja estrutura contém um ciclo triazina (hidrogenado ou não), não condensado, não especificados	463
123322	2029.2390 Compostos heterocíclicos exclusivamente de heteroátomos de oxigênio	463
123323	2029.2400 Compostos heterocíclicos, não especificados	463
123324	2029.2410 Compostos orgânicos de mecúrio	463
123325	2029.2420 Compostos organo-inorgânicos, não especificados	463
123326	2029.2430 Corantes à cuba e preparações a base desses corantes	463
123327	2029.2440 Corantes ácidos, mesmo metalizados; corantes mordentes e preparações a base desses corantes	463
123328	2029.2450 Corantes básicos, corantes diretos e preparações a base desses corantes	463
123329	2029.2460 Corantes dispersos e preparações a base desses corantes	463
123330	2029.2470 Corantes reagentes e preparações a base desses corantes	463
123331	2029.2480 Corantes solúveis em solventes ( corantes solventes )	463
123332	2029.2490 Cumeno	463
123333	2029.2500 D-glucitol (sorbitol) (poliálcool)	463
123334	2029.2510 Derivados, apenas sulfonados, dos hidrocarbonetos, seus sais ou ésteres	463
123335	2029.2520 Derivados dos hidrocarbonetos: apenas nitrados ou apenas nitrosados; nitroalogenados, nitrossulfonados e outros; seus sais e ésteres	463
123336	2029.2530 Derivados halogenados ou derivados clorados não saturados dos hidrocarbonetos acíclicos, não especificados	463
123337	2029.2540 Derivados químicos da celulose, não especificados	463
123338	2029.2550 Dietilamina	463
123339	2029.2560 Difenila (1,1-bifenila)	463
123340	2029.2570 Enloplatina, dexormaplatina, etc. apresent. de out. forma	463
123341	2029.2580 Enzimas ou enzimas preparadas , não especificadas	463
123342	2029.2590 Essências de terebintina, óleo de pinho ou outras essências terpênicas, da destilação ou de outros tratamentos da madeira.	463
123343	2029.2600 Essências, óleos e outros derivados de colofônias ou de ácidos resínicos	463
123344	2029.2610 Ésteres fosfóricos ou ésteres de outros ácidos inorgânicos, não especificados, seus sais ou seus derivados	463
123345	2029.2620 Etanal ( acetaldeído )	463
123346	2029.2630 Etanolaminas ou seus sais	463
123347	2029.2640 Éteres, peróxidos orgânicos, epóxidos, acetais, semi-acetais ou seus derivados	463
123348	2029.2650 Extratos tanantes de origem vegetal, taninos, seus sais, ésteres ou outros derivados, inclusive extratos de acácia negra	463
123349	2029.2660 Fenóis, fenóis-álcoois ou seus derivados, não especificados	463
123350	2029.2670 Gelatinas ou seus derivados, não especificados	463
123351	2029.2680 Hidroxietilcelulose	463
123352	2029.2690 Lacas corantes ou preparações à base de lacas corantes	463
123353	2029.2700 Limoneno	463
123354	2029.2710 Lixívias residuais da fabricação das pastas de celulose, incluídos os lignossulfonatos, exceto o tall oil	463
123355	2029.2720 Matérias corantes de origem vegetal ou animal e preparações	463
123356	2029.2730 Matérias corantes orgânicas sintéticas, não especificadas, inclusive corantes azóicos	463
123357	2029.2740 Mentol (álcool de mentol)	463
123358	2029.2750 Metiloxirano (óxido de propileno)	463
123359	2029.2760 Misturas de agentes orgânicos de superfície, não especificados	463
123360	2029.2770 Misturas de alquilbenzenos ou de alquilnaftalenos	463
123361	2029.2780 Monoaminas e poliaminas acíclicas, ciclânicas, ciclênicas, cicloterpênicas, dietilamina e seu sais e seus derivados, não especificados	463
123362	2029.2790 Monoaminas e poliaminas aromáticas, não especificadas, e seus derivados	463
123363	2029.2800 Carbono (negros de carbono ou negros de fumo ou outras formas de carbono não especificadas)	463
123364	2029.2810 Octilfenol, nonilfenol, seus isômeros ou sais	463
123365	2029.2820 Ortoftalatos de dioctila	463
123366	2029.2830 Óleos ou produtos da destilação do alcatrão de hulha ou de outros alcatrões minerais; (Benzóis, Naftaleno, creosoto, Toluóis, Xilóis)	463
123367	2029.2840 Oxirano ( óxido de etileno )	463
123368	2029.2850 Pigmentos orgânicos e preparações a base desses pigmentos (masterbaches e outras)	463
123369	2029.2860 Piridina, seus sais e outros compostos cuja estrutura contém um ciclo piridina (hidrogenado ou não), não condensado	463
123370	2029.2870 Polietilenoglicóis (polietilenoglicol)	463
123371	2029.2880 Produtos orgânicos, não especificados	463
123372	2029.2890 Produtos orgânicos sintéticos utilizados como agentes de avivamento fluorescentes	463
123373	2029.2900 Produtos tanantes orgânicos sintéticos	463
123374	2029.2910 Propilenoglicol (propano-1,2-diol)	463
123375	2029.2920 Sacarina ou seus sais	463
123376	2029.2930 Soluções ou emulsões de produtos tensoativos	463
123377	2029.2940 Tall oil, mesmo refinado	463
123378	2029.2950 Tiocompostos orgânicos, não especificados	463
123379	2029.9010 Serviço de produção de produtos químicos orgânicos, não especificados, ou serviços relacionados	463
123380	2031 Fabricação de resinas termoplásticas	463
123381	2031.2010 Acetato de polivinila	463
123382	2031.2020 Copolímeros de acrilonitrila-butadieno-estireno (ABS)	463
123383	2031.2030 Copolímero de etileno ou acetato de vinila (EVA)	463
123384	2031.2040 Permutadores de íons à base de polímeros, em formas primárias	463
123385	2031.2050 Poliacetais em formas primárias	463
123386	2031.2060 Poliamida-6 ou poliamida-6,6; poliamida-11; poliamida-12 em fomas primárias (em blocos irregulares, pedaços, pós, grumos, líquidos ou pastas)	463
123387	2031.2070 Poliamidas, não especificadas, em formas primárias	463
123388	2031.2080 Policarbonatos	463
123389	2031.2090 Policloreto de vinila (PVC)	463
123390	2031.2100 Poliestireno (cristal ou de alto impacto)	463
123391	2031.2110 Poliestireno expansível	463
123392	2031.2120 Polietilenaminas, sem carga, em formas primárias	463
123393	2031.2130 Polietileno de alta densidade (PEAD)	463
123394	2031.2140 Polietileno de baixa densidade (PEBD)	463
123395	2031.2150 Polietileno linear, em forma primária, com densidade inferior a 0,94	463
123396	2031.2160 Polímeros de acetato de vinila ou de outros ésteres de vinila em formas primárias, não especificados	463
123397	2031.2170 Polímeros acrílicos em formas primárias, não especificados	463
123398	2031.2180 Polímeros de estireno em formas primárias, não especificados	463
123399	2031.2190 Polímeros de etileno em formas primárias, não especificados	463
123400	2031.2200 Polímeros de cloreto de vinila ou de outras olefinas halogenadas em formas primárias, não especificados	463
123401	2031.2210 Polímeros de propileno em formas primárias, não especificados	463
123402	2031.2220 Polímeros naturais; polímeros naturais modificados, não especificados, em formas primárias	463
123403	2031.2230 Polipropileno (PP)	463
123404	2031.2240 Polioxifenileno com e sem carga, em forma primária	463
123405	2031.2250 Polissulfeto de fenileno, sem carga, em formas primárias	463
123406	2031.2260 Politetrafluoretilenos (PTFE) em formas primárias, não especificados	463
123407	2031.2270 Resina de petróleo, de cumarona	463
123408	2031.2280 Tereftalato de polibutileno	463
123409	2031.2290 Tereftalato de polietileno (PET)	463
123410	2031.9010 Serviço de produção de resinas termoplásticas ou serviços relacionados	463
123411	2032 Fabricação de resinas termofixas	463
123412	2032.2010 Óleos hidrolisados de dimetildiclorosilano (silicone)	463
123413	2032.2020 Poliésteres, não especificados, em formas primárias	463
123414	2032.2030 Politerpenos, polissulfetos, polissulfonas ou outros produtos semelhantes, não especificados	463
123415	2032.2040 Poliuretanos	463
123416	2032.2050 Resina fenol-formaldeído	463
123417	2032.2060 Resina melamina-formaldeído	463
123418	2032.2070 Resina poliéster insaturada	463
123419	2032.2080 Resinas alquídicas	463
123420	2032.2090 Resinas amínicas	463
123421	2032.2100 Resinas epóxidas	463
123422	2032.2110 Resinas uréicas ou resinas de tiouréia, em forma primária	463
123423	2032.2120 Silicones em formas primárias, exceto óleos hidrolisados de dimetildiclorosilano	463
123424	2032.9010 Serviço de produção de resinas termofixas ou serviços relacionados	463
123425	2033 Fabricação de elastômeros	463
123426	2033.2010 Borracha de estireno-butadieno	463
123427	2033.2020 Borracha estireno-isopreno-estireno em chapas	463
123428	2033.2030 Borracha etileno-propileno-dieno (EPDM)	463
123429	2033.2040 Borracha sintética e borracha artificial; misturas com borracha natural, em formas primárias ou em chapas,folhas ou tiras (clorobutadieno, butila,	463
123430	2033.2050 Látex de borracha de estireno-butadieno (SBR)	463
123431	2033.9010 Serviço de produção de elastômeros ou serviços relacionados	463
123432	2040 Fabricação de fibras artificiais e sintéticas	463
123433	2040.2010 Cabos de filamentos artificiais	463
123434	2040.2020 Cabos de filamentos sintéticos	463
123435	2040.2030 Desperdícios de fibras artificiais	463
123436	2040.2040 Desperdícios de fibras sintéticas	463
123437	2040.2050 Fibras artificiais descontínuas não cardadas nem penteadas	463
123438	2040.2060 Fibras sintéticas descontínuas não cardadas nem penteadas	463
123439	2040.2070 Fios de alta tenacidade, de poliésteres, de náilon ou de outras poliamidas	463
123440	2040.2080 Fios de filamentos artificiais (simples e de alta tenacidade), inclusive monofilamentos artificiais	463
123441	2040.2090 Fios simples de elastômeros	463
123442	2040.2100 Fios simples de náilon ou de outras poliamidas	463
123443	2040.2110 Fios simples de poliésteres	463
123444	2040.2120 Fios simples de polipropileno	463
123445	2040.2130 Fios sintéticos simples de outros tipos	463
123446	2040.2140 Fios sintéticos texturizados de outros tipos	463
123447	2040.2150 Fios texturizados de náilon ou de outras poliamidas	463
123448	2040.2160 Fios texturizados de poliésteres	463
123449	2040.2170 Fios texturizados de polipropileno	463
123450	2040.2180 Monofilamentos, lâminas ou formas semelhantes de matérias têxteis sintéticas	463
123451	2040.9010 Serviço de produção de fibras, fios, cabos e filamentos contínuos artificiais ou sintéticos ou serviços relacionados	463
123452	2051 Fabricação de defensivos agrícolas	463
123453	2051.2010 5-(2-cloro-4-trifluormetilfenox)-2-nitrobenzoato de 1'-(carboetoxi) etila (Lactofen) - (princípio ativo para herbicidas)	463
123454	2051.2020 Abamectina (princípio ativo para defensivos agrícolas, não especificados)	463
123455	2051.2030 Ácido 2,4 - diclorofenoxiacético, seus sais ou ésteres (princípio ativo para herbicidas)	463
123456	2051.2040 Alaclor; atenolol; metolaclor; propanil (princípios ativos para herbicidas)	463
123457	2051.2050 Carbofurano (princípio ativo para inseticidas)	463
123458	2051.2060 Ciexatim; óxido de fembutatin (óxido de fenbutatin) (princípio ativo para defensivos agrícolas, não especificados)	463
123459	2051.2070 Cipermetrina; deltametrina (princípios ativos para inseticidas)	463
123460	2051.2080 Clorpirifós (princípio ativo para inseticidas)	463
123461	2051.2090 Diuron (princípio ativo para herbicidas)	463
123462	2051.2100 Fenitrotion; endossulfan (princípios ativos para inseticidas)	463
123463	2051.2110 Fungicidas para uso na agricultura	463
123464	2051.2120 Glifosato ou seu sal de monoisopropilamina (princípio ativo para herbicidas)	463
123465	2051.2130 Herbicidas para uso na agricultura	463
123466	2051.2140 Imazetapir (ácido (RS) -5-etil-2-(4-isopropil-4-metil-5-oxo-2-imidazolin-2-II) nicotínico) - (princípio ativo para herbicidas)	463
123467	2051.2150 Inseticidas para uso na agricultura	463
123468	2051.2160 Maneb, mancozeb (princípio ativo para fungicidas)	463
123469	2051.2170 Metam sódio (princípio ativo para defensivos agrícolas, não especificados)	463
123470	2051.2180 Metamidofós; dissulfotom; tiometon;acefato (princípios ativos para inseticidas)	463
123471	2051.2190 Monocrotofós (princípio ativo para inseticidas)	463
123472	2051.2200 Oxicloretos e hidroxicloretos de cobre	463
123473	2051.2210 Permetrina	463
123474	2051.2220 Picloram; dicloreto de paraquat; imazaquin; atrazina; haxazinona (princípios ativos para herbicidas)	463
123475	2051.2230 Profenofós (fosforoditioato de O-(4-bromo-2-clorofenila)-O-etila-S-propila (princípio ativo para inseticidas)	463
123476	2051.2240 Propargite (princípio ativo para defensivos agrícolas, não especificados)	463
123477	2051.2250 Raticidas, rodenticidas e outros defensivos para uso na agricultura	463
123478	2051.2260 Tebutiuron (princípio ativo para herbicidas)	463
123479	2051.2270 Tiofanato-metila; triadimenol (princípios ativos para fungicidas)	463
123480	2051.2280 Trifluralina; pendimetalina (princípios ativos para herbicidas)	463
123481	2051.9010 Serviço de produção de defensivos agrícolas ou serviços relacionados	463
123482	2052 Fabricação de desinfestantes domissanitários	463
123483	2052.2010 Fungicidas para usos doméstico, institucional e/ou industrial	463
123484	2052.2020 Herbicidas para usos doméstico, institucional e/ou industrial	463
123485	2052.2030 Inseticidas para usos doméstico, institucional e/ou industrial	463
123486	2052.2040 Raticidas, rodenticidas e outros produtos semelhantes, para usos doméstico, institucional e/ou industrial	463
123487	2052.9010 Serviço de produção de desinfestantes domissanitários ou serviços relacionados	463
123488	2061 Fabricação de sabões e detergentes sintéticos	463
123489	2061.2010 Agentes orgânicos de superfície, exceto sabões	463
123490	2061.2020 Água ou lixívia, glicéricas	463
123491	2061.2030 Amaciantes (suavizantes) de tecidos	463
123492	2061.2040 Glicerol (glicerina)	463
